"IDE_PEDIDO","IDE_PEDIDO_EST","DES_PEDIDO","IDE_PROVEEDOR","DES_PROVEEDOR"
13264,"SO MIG102865","ORDER SALES MIG102865","FedEx","CARRIER FedEx"
13265,"SO MIG102866","ORDER SALES MIG102866","FedEx","CARRIER FedEx"
13266,"SO MIG102867","ORDER SALES MIG102867","FedEx","CARRIER FedEx"
13267,"SO MIG102868","ORDER SALES MIG102868","FedEx","CARRIER FedEx"
13268,"SO MIG102869","ORDER SALES MIG102869","FedEx","CARRIER FedEx"
13269,"SO MIG102870","ORDER SALES MIG102870","FedEx","CARRIER FedEx"
13270,"SO MIG102871","ORDER SALES MIG102871","FedEx","CARRIER FedEx"
13271,"SO MIG102872","ORDER SALES MIG102872","FedEx","CARRIER FedEx"
13272,"SO MIG102873","ORDER SALES MIG102873","FedEx","CARRIER FedEx"
13273,"SO MIG102874","ORDER SALES MIG102874","FedEx","CARRIER FedEx"
13274,"SO MIG102875","ORDER SALES MIG102875","FedEx","CARRIER FedEx"
13275,"SO MIG102876","ORDER SALES MIG102876","FedEx","CARRIER FedEx"
13276,"SO MIG102877","ORDER SALES MIG102877","FedEx","CARRIER FedEx"
13277,"SO MIG102878","ORDER SALES MIG102878","FedEx","CARRIER FedEx"
13278,"SO MIG102879","ORDER SALES MIG102879","FedEx","CARRIER FedEx"
13279,"SO MIG102880","ORDER SALES MIG102880","FedEx","CARRIER FedEx"
13280,"SO MIG102881","ORDER SALES MIG102881","FedEx","CARRIER FedEx"
13281,"SO MIG102882","ORDER SALES MIG102882","FedEx","CARRIER FedEx"
13282,"SO MIG102883","ORDER SALES MIG102883","FedEx","CARRIER FedEx"
13283,"SO MIG102884","ORDER SALES MIG102884","FedEx","CARRIER FedEx"
13284,"SO MIG102885","ORDER SALES MIG102885","FedEx","CARRIER FedEx"
13285,"SO MIG102886","ORDER SALES MIG102886","FedEx","CARRIER FedEx"
13286,"SO MIG102887","ORDER SALES MIG102887","FedEx","CARRIER FedEx"
13287,"SO MIG102888","ORDER SALES MIG102888","FedEx","CARRIER FedEx"
13288,"SO MIG102889","ORDER SALES MIG102889","FedEx","CARRIER FedEx"
13289,"SO MIG102890","ORDER SALES MIG102890","FedEx","CARRIER FedEx"
13290,"SO MIG102891","ORDER SALES MIG102891","FedEx","CARRIER FedEx"
13291,"SO MIG102892","ORDER SALES MIG102892","FedEx","CARRIER FedEx"
13292,"SO MIG102893","ORDER SALES MIG102893","FedEx","CARRIER FedEx"
13293,"SO MIG102894","ORDER SALES MIG102894","FedEx","CARRIER FedEx"
13294,"SO MIG102895","ORDER SALES MIG102895","FedEx","CARRIER FedEx"
13295,"SO MIG102896","ORDER SALES MIG102896","FedEx","CARRIER FedEx"
13296,"SO MIG102897","ORDER SALES MIG102897","FedEx","CARRIER FedEx"
13297,"SO MIG102898","ORDER SALES MIG102898","FedEx","CARRIER FedEx"
13298,"SO MIG102899","ORDER SALES MIG102899","FedEx","CARRIER FedEx"
13299,"SO MIG102900","ORDER SALES MIG102900","FedEx","CARRIER FedEx"
13300,"SO MIG102901","ORDER SALES MIG102901","FedEx","CARRIER FedEx"
13301,"SO MIG102902","ORDER SALES MIG102902","FedEx","CARRIER FedEx"
13302,"SO MIG102903","ORDER SALES MIG102903","FedEx","CARRIER FedEx"
13303,"SO MIG102904","ORDER SALES MIG102904","FedEx","CARRIER FedEx"
13304,"SO MIG102905","ORDER SALES MIG102905","FedEx","CARRIER FedEx"
13305,"SO MIG102906","ORDER SALES MIG102906","FedEx","CARRIER FedEx"
13306,"SO MIG102907","ORDER SALES MIG102907","FedEx","CARRIER FedEx"
13307,"SO MIG102908","ORDER SALES MIG102908","FedEx","CARRIER FedEx"
13308,"SO MIG102909","ORDER SALES MIG102909","FedEx","CARRIER FedEx"
13309,"SO MIG102910","ORDER SALES MIG102910","FedEx","CARRIER FedEx"
13310,"SO MIG102911","ORDER SALES MIG102911","FedEx","CARRIER FedEx"
13311,"SO MIG102912","ORDER SALES MIG102912","FedEx","CARRIER FedEx"
13312,"SO MIG102913","ORDER SALES MIG102913","FedEx","CARRIER FedEx"
13313,"SO MIG102914","ORDER SALES MIG102914","FedEx","CARRIER FedEx"
13314,"SO MIG102915","ORDER SALES MIG102915","FedEx","CARRIER FedEx"
13315,"SO MIG102916","ORDER SALES MIG102916","FedEx","CARRIER FedEx"
13316,"SO MIG102917","ORDER SALES MIG102917","FedEx","CARRIER FedEx"
13317,"SO MIG102918","ORDER SALES MIG102918","FedEx","CARRIER FedEx"
13318,"SO MIG102919","ORDER SALES MIG102919","FedEx","CARRIER FedEx"
13319,"SO MIG102920","ORDER SALES MIG102920","FedEx","CARRIER FedEx"
13320,"SO MIG102921","ORDER SALES MIG102921","FedEx","CARRIER FedEx"
13321,"SO MIG102922","ORDER SALES MIG102922","FedEx","CARRIER FedEx"
13322,"SO MIG102923","ORDER SALES MIG102923","FedEx","CARRIER FedEx"
13323,"SO MIG102924","ORDER SALES MIG102924","FedEx","CARRIER FedEx"
13324,"SO MIG102925","ORDER SALES MIG102925","FedEx","CARRIER FedEx"
13325,"SO MIG102926","ORDER SALES MIG102926","FedEx","CARRIER FedEx"
13326,"SO MIG102927","ORDER SALES MIG102927","FedEx","CARRIER FedEx"
13327,"SO MIG102928","ORDER SALES MIG102928","FedEx","CARRIER FedEx"
13328,"SO MIG102929","ORDER SALES MIG102929","FedEx","CARRIER FedEx"
13329,"SO MIG102930","ORDER SALES MIG102930","FedEx","CARRIER FedEx"
13330,"SO MIG102931","ORDER SALES MIG102931","FedEx","CARRIER FedEx"
13331,"SO MIG102932","ORDER SALES MIG102932","FedEx","CARRIER FedEx"
13332,"SO MIG102933","ORDER SALES MIG102933","FedEx","CARRIER FedEx"
13333,"SO MIG102934","ORDER SALES MIG102934","FedEx","CARRIER FedEx"
13334,"SO MIG102935","ORDER SALES MIG102935","FedEx","CARRIER FedEx"
13335,"SO MIG102936","ORDER SALES MIG102936","FedEx","CARRIER FedEx"
13336,"SO MIG102937","ORDER SALES MIG102937","FedEx","CARRIER FedEx"
13337,"SO MIG102938","ORDER SALES MIG102938","FedEx","CARRIER FedEx"
13338,"SO MIG102939","ORDER SALES MIG102939","FedEx","CARRIER FedEx"
13339,"SO MIG102940","ORDER SALES MIG102940","FedEx","CARRIER FedEx"
13340,"SO MIG102941","ORDER SALES MIG102941","FedEx","CARRIER FedEx"
13341,"SO MIG102942","ORDER SALES MIG102942","FedEx","CARRIER FedEx"
13342,"SO MIG102943","ORDER SALES MIG102943","FedEx","CARRIER FedEx"
13343,"SO MIG102944","ORDER SALES MIG102944","FedEx","CARRIER FedEx"
13344,"SO MIG102945","ORDER SALES MIG102945","FedEx","CARRIER FedEx"
13345,"SO MIG102946","ORDER SALES MIG102946","FedEx","CARRIER FedEx"
13346,"SO MIG102947","ORDER SALES MIG102947","FedEx","CARRIER FedEx"
13347,"SO MIG102948","ORDER SALES MIG102948","FedEx","CARRIER FedEx"
13348,"SO MIG102949","ORDER SALES MIG102949","FedEx","CARRIER FedEx"
13349,"SO MIG102950","ORDER SALES MIG102950","FedEx","CARRIER FedEx"
13350,"SO MIG102951","ORDER SALES MIG102951","FedEx","CARRIER FedEx"
13351,"SO MIG102952","ORDER SALES MIG102952","FedEx","CARRIER FedEx"
13352,"SO MIG102953","ORDER SALES MIG102953","FedEx","CARRIER FedEx"
13353,"SO MIG102954","ORDER SALES MIG102954","FedEx","CARRIER FedEx"
13354,"SO MIG102955","ORDER SALES MIG102955","FedEx","CARRIER FedEx"
13355,"SO MIG102956","ORDER SALES MIG102956","FedEx","CARRIER FedEx"
13356,"SO MIG102957","ORDER SALES MIG102957","FedEx","CARRIER FedEx"
13357,"SO MIG102958","ORDER SALES MIG102958","FedEx","CARRIER FedEx"
13358,"SO MIG102959","ORDER SALES MIG102959","FedEx","CARRIER FedEx"
13359,"SO MIG102960","ORDER SALES MIG102960","FedEx","CARRIER FedEx"
13360,"SO MIG102961","ORDER SALES MIG102961","FedEx","CARRIER FedEx"
13361,"SO MIG102962","ORDER SALES MIG102962","FedEx","CARRIER FedEx"
13362,"SO MIG102963","ORDER SALES MIG102963","FedEx","CARRIER FedEx"
13363,"SO MIG102964","ORDER SALES MIG102964","FedEx","CARRIER FedEx"
13364,"SO MIG102965","ORDER SALES MIG102965","FedEx","CARRIER FedEx"
13365,"SO MIG102966","ORDER SALES MIG102966","FedEx","CARRIER FedEx"
13366,"SO MIG102967","ORDER SALES MIG102967","FedEx","CARRIER FedEx"
13367,"SO MIG102968","ORDER SALES MIG102968","FedEx","CARRIER FedEx"
13368,"SO MIG102969","ORDER SALES MIG102969","FedEx","CARRIER FedEx"
13369,"SO MIG102970","ORDER SALES MIG102970","FedEx","CARRIER FedEx"
13370,"SO MIG102971","ORDER SALES MIG102971","FedEx","CARRIER FedEx"
13371,"SO MIG102972","ORDER SALES MIG102972","FedEx","CARRIER FedEx"
13372,"SO MIG102973","ORDER SALES MIG102973","FedEx","CARRIER FedEx"
13373,"SO MIG102974","ORDER SALES MIG102974","FedEx","CARRIER FedEx"
13374,"SO MIG102975","ORDER SALES MIG102975","FedEx","CARRIER FedEx"
13375,"SO MIG102976","ORDER SALES MIG102976","FedEx","CARRIER FedEx"
13376,"SO MIG102977","ORDER SALES MIG102977","FedEx","CARRIER FedEx"
13377,"SO MIG102978","ORDER SALES MIG102978","FedEx","CARRIER FedEx"
13378,"SO MIG102979","ORDER SALES MIG102979","FedEx","CARRIER FedEx"
13379,"SO MIG102980","ORDER SALES MIG102980","FedEx","CARRIER FedEx"
13380,"SO MIG102981","ORDER SALES MIG102981","FedEx","CARRIER FedEx"
13381,"SO MIG102982","ORDER SALES MIG102982","FedEx","CARRIER FedEx"
13382,"SO MIG102983","ORDER SALES MIG102983","FedEx","CARRIER FedEx"
13383,"SO MIG102984","ORDER SALES MIG102984","FedEx","CARRIER FedEx"
13384,"SO MIG102985","ORDER SALES MIG102985","FedEx","CARRIER FedEx"
13385,"SO MIG102986","ORDER SALES MIG102986","FedEx","CARRIER FedEx"
13386,"SO MIG102987","ORDER SALES MIG102987","FedEx","CARRIER FedEx"
13387,"SO MIG102988","ORDER SALES MIG102988","FedEx","CARRIER FedEx"
13388,"SO MIG102989","ORDER SALES MIG102989","FedEx","CARRIER FedEx"
13389,"SO MIG102990","ORDER SALES MIG102990","FedEx","CARRIER FedEx"
13390,"SO MIG102991","ORDER SALES MIG102991","FedEx","CARRIER FedEx"
13391,"SO MIG102992","ORDER SALES MIG102992","FedEx","CARRIER FedEx"
13392,"SO MIG102993","ORDER SALES MIG102993","FedEx","CARRIER FedEx"
13393,"SO MIG102994","ORDER SALES MIG102994","FedEx","CARRIER FedEx"
13394,"SO MIG102995","ORDER SALES MIG102995","FedEx","CARRIER FedEx"
13395,"SO MIG102996","ORDER SALES MIG102996","FedEx","CARRIER FedEx"
13396,"SO MIG102997","ORDER SALES MIG102997","FedEx","CARRIER FedEx"
13397,"SO MIG102998","ORDER SALES MIG102998","FedEx","CARRIER FedEx"
13398,"SO MIG102999","ORDER SALES MIG102999","FedEx","CARRIER FedEx"
13399,"SO MIG103000","ORDER SALES MIG103000","FedEx","CARRIER FedEx"
13400,"SO MIG103001","ORDER SALES MIG103001","FedEx","CARRIER FedEx"
13401,"SO MIG103002","ORDER SALES MIG103002","FedEx","CARRIER FedEx"
13402,"SO MIG103003","ORDER SALES MIG103003","FedEx","CARRIER FedEx"
13403,"SO MIG103004","ORDER SALES MIG103004","FedEx","CARRIER FedEx"
13404,"SO MIG103005","ORDER SALES MIG103005","FedEx","CARRIER FedEx"
13405,"SO MIG103006","ORDER SALES MIG103006","FedEx","CARRIER FedEx"
13406,"SO MIG103007","ORDER SALES MIG103007","FedEx","CARRIER FedEx"
13407,"SO MIG103008","ORDER SALES MIG103008","FedEx","CARRIER FedEx"
13408,"SO MIG103009","ORDER SALES MIG103009","FedEx","CARRIER FedEx"
13409,"SO MIG103010","ORDER SALES MIG103010","FedEx","CARRIER FedEx"
13410,"SO MIG103011","ORDER SALES MIG103011","FedEx","CARRIER FedEx"
13411,"SO MIG103012","ORDER SALES MIG103012","FedEx","CARRIER FedEx"
13412,"SO MIG103013","ORDER SALES MIG103013","FedEx","CARRIER FedEx"
13413,"SO MIG103014","ORDER SALES MIG103014","FedEx","CARRIER FedEx"
13414,"SO MIG103015","ORDER SALES MIG103015","FedEx","CARRIER FedEx"
13415,"SO MIG103016","ORDER SALES MIG103016","FedEx","CARRIER FedEx"
13416,"SO MIG103017","ORDER SALES MIG103017","FedEx","CARRIER FedEx"
13417,"SO MIG103018","ORDER SALES MIG103018","FedEx","CARRIER FedEx"
13418,"SO MIG103019","ORDER SALES MIG103019","FedEx","CARRIER FedEx"
13419,"SO MIG103020","ORDER SALES MIG103020","FedEx","CARRIER FedEx"
13420,"SO MIG103021","ORDER SALES MIG103021","FedEx","CARRIER FedEx"
13421,"SO MIG103022","ORDER SALES MIG103022","FedEx","CARRIER FedEx"
13422,"SO MIG103023","ORDER SALES MIG103023","FedEx","CARRIER FedEx"
13423,"SO MIG103024","ORDER SALES MIG103024","FedEx","CARRIER FedEx"
13424,"SO MIG103025","ORDER SALES MIG103025","FedEx","CARRIER FedEx"
13425,"SO MIG103026","ORDER SALES MIG103026","FedEx","CARRIER FedEx"
13426,"SO MIG103027","ORDER SALES MIG103027","FedEx","CARRIER FedEx"
13427,"SO MIG103028","ORDER SALES MIG103028","FedEx","CARRIER FedEx"
13428,"SO MIG103029","ORDER SALES MIG103029","FedEx","CARRIER FedEx"
13429,"SO MIG103030","ORDER SALES MIG103030","FedEx","CARRIER FedEx"
13430,"SO MIG103031","ORDER SALES MIG103031","FedEx","CARRIER FedEx"
13431,"SO MIG103032","ORDER SALES MIG103032","FedEx","CARRIER FedEx"
13432,"SO MIG103033","ORDER SALES MIG103033","FedEx","CARRIER FedEx"
13433,"SO MIG103034","ORDER SALES MIG103034","FedEx","CARRIER FedEx"
13434,"SO MIG103035","ORDER SALES MIG103035","FedEx","CARRIER FedEx"
13435,"SO MIG103036","ORDER SALES MIG103036","FedEx","CARRIER FedEx"
13436,"SO MIG103037","ORDER SALES MIG103037","FedEx","CARRIER FedEx"
13437,"SO MIG103038","ORDER SALES MIG103038","FedEx","CARRIER FedEx"
13438,"SO MIG103039","ORDER SALES MIG103039","FedEx","CARRIER FedEx"
13439,"SO MIG103040","ORDER SALES MIG103040","FedEx","CARRIER FedEx"
13440,"SO MIG103041","ORDER SALES MIG103041","FedEx","CARRIER FedEx"
13441,"SO MIG103042","ORDER SALES MIG103042","FedEx","CARRIER FedEx"
13442,"SO MIG103043","ORDER SALES MIG103043","FedEx","CARRIER FedEx"
13443,"SO MIG103044","ORDER SALES MIG103044","FedEx","CARRIER FedEx"
13444,"SO MIG103045","ORDER SALES MIG103045","FedEx","CARRIER FedEx"
13445,"SO MIG103046","ORDER SALES MIG103046","FedEx","CARRIER FedEx"
13446,"SO MIG103047","ORDER SALES MIG103047","FedEx","CARRIER FedEx"
13447,"SO MIG103048","ORDER SALES MIG103048","FedEx","CARRIER FedEx"
13448,"SO MIG103049","ORDER SALES MIG103049","FedEx","CARRIER FedEx"
13449,"SO MIG103050","ORDER SALES MIG103050","FedEx","CARRIER FedEx"
13450,"SO MIG103051","ORDER SALES MIG103051","FedEx","CARRIER FedEx"
13451,"SO MIG103052","ORDER SALES MIG103052","FedEx","CARRIER FedEx"
13452,"SO MIG103053","ORDER SALES MIG103053","FedEx","CARRIER FedEx"
13453,"SO MIG103054","ORDER SALES MIG103054","FedEx","CARRIER FedEx"
13454,"SO MIG103055","ORDER SALES MIG103055","FedEx","CARRIER FedEx"
13455,"SO MIG103056","ORDER SALES MIG103056","FedEx","CARRIER FedEx"
13456,"SO MIG103057","ORDER SALES MIG103057","FedEx","CARRIER FedEx"
13457,"SO MIG103058","ORDER SALES MIG103058","FedEx","CARRIER FedEx"
13458,"SO MIG103059","ORDER SALES MIG103059","FedEx","CARRIER FedEx"
13459,"SO MIG103060","ORDER SALES MIG103060","FedEx","CARRIER FedEx"
13460,"SO MIG103061","ORDER SALES MIG103061","FedEx","CARRIER FedEx"
13461,"SO MIG103062","ORDER SALES MIG103062","FedEx","CARRIER FedEx"
13462,"SO MIG103063","ORDER SALES MIG103063","FedEx","CARRIER FedEx"
13463,"SO MIG103064","ORDER SALES MIG103064","FedEx","CARRIER FedEx"
13464,"SO MIG103065","ORDER SALES MIG103065","FedEx","CARRIER FedEx"
13465,"SO MIG103066","ORDER SALES MIG103066","FedEx","CARRIER FedEx"
13466,"SO MIG103067","ORDER SALES MIG103067","FedEx","CARRIER FedEx"
13467,"SO MIG103068","ORDER SALES MIG103068","FedEx","CARRIER FedEx"
13468,"SO MIG103069","ORDER SALES MIG103069","FedEx","CARRIER FedEx"
13469,"SO MIG103070","ORDER SALES MIG103070","FedEx","CARRIER FedEx"
13470,"SO MIG103071","ORDER SALES MIG103071","FedEx","CARRIER FedEx"
13471,"SO MIG103072","ORDER SALES MIG103072","FedEx","CARRIER FedEx"
13472,"SO MIG103073","ORDER SALES MIG103073","FedEx","CARRIER FedEx"
13473,"SO MIG103074","ORDER SALES MIG103074","FedEx","CARRIER FedEx"
13474,"SO MIG103075","ORDER SALES MIG103075","FedEx","CARRIER FedEx"
13475,"SO MIG103076","ORDER SALES MIG103076","FedEx","CARRIER FedEx"
13476,"SO MIG103077","ORDER SALES MIG103077","FedEx","CARRIER FedEx"
13477,"SO MIG103078","ORDER SALES MIG103078","FedEx","CARRIER FedEx"
13478,"SO MIG103079","ORDER SALES MIG103079","FedEx","CARRIER FedEx"
13479,"SO MIG103080","ORDER SALES MIG103080","FedEx","CARRIER FedEx"
13480,"SO MIG103081","ORDER SALES MIG103081","FedEx","CARRIER FedEx"
13481,"SO MIG103082","ORDER SALES MIG103082","FedEx","CARRIER FedEx"
13482,"SO MIG103083","ORDER SALES MIG103083","FedEx","CARRIER FedEx"
13483,"SO MIG103084","ORDER SALES MIG103084","FedEx","CARRIER FedEx"
13484,"SO MIG103085","ORDER SALES MIG103085","FedEx","CARRIER FedEx"
13485,"SO MIG103086","ORDER SALES MIG103086","FedEx","CARRIER FedEx"
13486,"SO MIG103087","ORDER SALES MIG103087","FedEx","CARRIER FedEx"
13487,"SO MIG103088","ORDER SALES MIG103088","FedEx","CARRIER FedEx"
13488,"SO MIG103089","ORDER SALES MIG103089","FedEx","CARRIER FedEx"
13489,"SO MIG103090","ORDER SALES MIG103090","FedEx","CARRIER FedEx"
13490,"SO MIG103091","ORDER SALES MIG103091","FedEx","CARRIER FedEx"
13491,"SO MIG103092","ORDER SALES MIG103092","FedEx","CARRIER FedEx"
13492,"SO MIG103093","ORDER SALES MIG103093","FedEx","CARRIER FedEx"
13493,"SO MIG103094","ORDER SALES MIG103094","FedEx","CARRIER FedEx"
13494,"SO MIG103095","ORDER SALES MIG103095","FedEx","CARRIER FedEx"
13495,"SO MIG103096","ORDER SALES MIG103096","FedEx","CARRIER FedEx"
13496,"SO MIG103097","ORDER SALES MIG103097","FedEx","CARRIER FedEx"
13497,"SO MIG103098","ORDER SALES MIG103098","FedEx","CARRIER FedEx"
13498,"SO MIG103099","ORDER SALES MIG103099","FedEx","CARRIER FedEx"
13499,"SO MIG103100","ORDER SALES MIG103100","FedEx","CARRIER FedEx"
13500,"SO MIG103101","ORDER SALES MIG103101","FedEx","CARRIER FedEx"
13501,"SO MIG103102","ORDER SALES MIG103102","FedEx","CARRIER FedEx"
13502,"SO MIG103103","ORDER SALES MIG103103","FedEx","CARRIER FedEx"
13503,"SO MIG103104","ORDER SALES MIG103104","FedEx","CARRIER FedEx"
13504,"SO MIG103105","ORDER SALES MIG103105","FedEx","CARRIER FedEx"
13505,"SO MIG103106","ORDER SALES MIG103106","FedEx","CARRIER FedEx"
13506,"SO MIG103107","ORDER SALES MIG103107","FedEx","CARRIER FedEx"
13507,"SO MIG103108","ORDER SALES MIG103108","FedEx","CARRIER FedEx"
13508,"SO MIG103109","ORDER SALES MIG103109","FedEx","CARRIER FedEx"
13509,"SO MIG103110","ORDER SALES MIG103110","FedEx","CARRIER FedEx"
13510,"SO MIG103111","ORDER SALES MIG103111","FedEx","CARRIER FedEx"
13511,"SO MIG103112","ORDER SALES MIG103112","FedEx","CARRIER FedEx"
13512,"SO MIG103113","ORDER SALES MIG103113","FedEx","CARRIER FedEx"
13513,"SO MIG103114","ORDER SALES MIG103114","FedEx","CARRIER FedEx"
13514,"SO MIG103115","ORDER SALES MIG103115","FedEx","CARRIER FedEx"
13515,"SO MIG103116","ORDER SALES MIG103116","FedEx","CARRIER FedEx"
13516,"SO MIG103117","ORDER SALES MIG103117","FedEx","CARRIER FedEx"
13517,"SO MIG103118","ORDER SALES MIG103118","FedEx","CARRIER FedEx"
13518,"SO MIG103119","ORDER SALES MIG103119","FedEx","CARRIER FedEx"
13519,"SO MIG103120","ORDER SALES MIG103120","FedEx","CARRIER FedEx"
13520,"SO MIG103121","ORDER SALES MIG103121","FedEx","CARRIER FedEx"
13521,"SO MIG103122","ORDER SALES MIG103122","FedEx","CARRIER FedEx"
13522,"SO MIG103123","ORDER SALES MIG103123","FedEx","CARRIER FedEx"
13523,"SO MIG103124","ORDER SALES MIG103124","FedEx","CARRIER FedEx"
13524,"SO MIG103125","ORDER SALES MIG103125","FedEx","CARRIER FedEx"
13525,"SO MIG103126","ORDER SALES MIG103126","FedEx","CARRIER FedEx"
13526,"SO MIG103127","ORDER SALES MIG103127","FedEx","CARRIER FedEx"
13527,"SO MIG103128","ORDER SALES MIG103128","FedEx","CARRIER FedEx"
13528,"SO MIG103129","ORDER SALES MIG103129","FedEx","CARRIER FedEx"
13529,"SO MIG103130","ORDER SALES MIG103130","FedEx","CARRIER FedEx"
13530,"SO MIG103131","ORDER SALES MIG103131","FedEx","CARRIER FedEx"
13531,"SO MIG103132","ORDER SALES MIG103132","FedEx","CARRIER FedEx"
13532,"SO MIG103133","ORDER SALES MIG103133","FedEx","CARRIER FedEx"
13533,"SO MIG103134","ORDER SALES MIG103134","FedEx","CARRIER FedEx"
13534,"SO MIG103135","ORDER SALES MIG103135","FedEx","CARRIER FedEx"
13535,"SO MIG103136","ORDER SALES MIG103136","FedEx","CARRIER FedEx"
13536,"SO MIG103137","ORDER SALES MIG103137","FedEx","CARRIER FedEx"
13537,"SO MIG103138","ORDER SALES MIG103138","FedEx","CARRIER FedEx"
13538,"SO MIG103139","ORDER SALES MIG103139","FedEx","CARRIER FedEx"
13539,"SO MIG103140","ORDER SALES MIG103140","FedEx","CARRIER FedEx"
13540,"SO MIG103141","ORDER SALES MIG103141","FedEx","CARRIER FedEx"
13541,"SO MIG103142","ORDER SALES MIG103142","FedEx","CARRIER FedEx"
13542,"SO MIG103143","ORDER SALES MIG103143","FedEx","CARRIER FedEx"
13543,"SO MIG103144","ORDER SALES MIG103144","FedEx","CARRIER FedEx"
13544,"SO MIG103145","ORDER SALES MIG103145","FedEx","CARRIER FedEx"
13545,"SO MIG103146","ORDER SALES MIG103146","FedEx","CARRIER FedEx"
13546,"SO MIG103147","ORDER SALES MIG103147","FedEx","CARRIER FedEx"
13547,"SO MIG103148","ORDER SALES MIG103148","FedEx","CARRIER FedEx"
13548,"SO MIG103149","ORDER SALES MIG103149","FedEx","CARRIER FedEx"
13549,"SO MIG103150","ORDER SALES MIG103150","FedEx","CARRIER FedEx"
13550,"SO MIG103151","ORDER SALES MIG103151","FedEx","CARRIER FedEx"
13551,"SO MIG103152","ORDER SALES MIG103152","FedEx","CARRIER FedEx"
13552,"SO MIG103153","ORDER SALES MIG103153","FedEx","CARRIER FedEx"
13553,"SO MIG103154","ORDER SALES MIG103154","FedEx","CARRIER FedEx"
13554,"SO MIG103155","ORDER SALES MIG103155","FedEx","CARRIER FedEx"
13555,"SO MIG103156","ORDER SALES MIG103156","FedEx","CARRIER FedEx"
13556,"SO MIG103157","ORDER SALES MIG103157","FedEx","CARRIER FedEx"
13557,"SO MIG103158","ORDER SALES MIG103158","FedEx","CARRIER FedEx"
13558,"SO MIG103159","ORDER SALES MIG103159","FedEx","CARRIER FedEx"
13559,"SO MIG103160","ORDER SALES MIG103160","FedEx","CARRIER FedEx"
13560,"SO MIG103161","ORDER SALES MIG103161","FedEx","CARRIER FedEx"
13561,"SO MIG103162","ORDER SALES MIG103162","FedEx","CARRIER FedEx"
13562,"SO MIG103163","ORDER SALES MIG103163","FedEx","CARRIER FedEx"
13563,"SO MIG103164","ORDER SALES MIG103164","FedEx","CARRIER FedEx"
13564,"SO MIG103165","ORDER SALES MIG103165","FedEx","CARRIER FedEx"
13565,"SO MIG103166","ORDER SALES MIG103166","FedEx","CARRIER FedEx"
13566,"SO MIG103167","ORDER SALES MIG103167","FedEx","CARRIER FedEx"
13567,"SO MIG103168","ORDER SALES MIG103168","FedEx","CARRIER FedEx"
